Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Children,Age,Partner,Family_Size,Age_Category,MntTotal,Cluster
Graduated,52117.0,0,1,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,1,58,Partner,3,Adult,279,0
Graduated,64813.0,1,0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,1,45,Partner,3,Adult,745,0
Post Graduated,54222.0,0,1,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0,1,50,Partner,3,Adult,264,3
Graduated,83512.0,0,0,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,1,0,37,Partner,2,Adult,2157,0
Post Graduated,77520.0,0,1,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,1,1,64,Partner,3,Elderly,1526,1
Graduated,41154.0,0,1,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0,1,45,Partner,3,Adult,69,1
Graduated,80398.0,0,0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0,0,57,Partner,2,Adult,1597,3
Not Graduated,18746.0,1,0,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,1,31,Not Partner,2,Adult,64,0
Graduated,35196.0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0,1,39,Partner,3,Adult,497,3
Graduated,60230.0,0,1,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,1,67,Not Partner,2,Elderly,1067,2
Graduated,22108.0,1,1,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,2,46,Partner,4,Adult,31,1
Graduated,44392.0,1,1,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,2,49,Partner,4,Adult,211,1
Post Graduated,55424.0,0,1,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1,1,47,Partner,3,Adult,877,0
Graduated,17688.0,1,0,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0,1,44,Partner,3,Adult,11,2
Post Graduated,92491.0,0,0,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,1,0,40,Partner,2,Adult,2034,1
Graduated,90273.0,0,0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,1,0,32,Not Partner,1,Adult,1991,0
Post Graduated,82571.0,0,0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,0,61,Not Partner,1,Elderly,1686,3
Post Graduated,38513.0,1,0,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,1,41,Not Partner,2,Adult,324,0
Post Graduated,16653.0,1,0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,1,44,Not Partner,2,Adult,69,1
Graduated,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,2,68,Partner,4,Elderly,252,2
Not Graduated,23529.0,0,1,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,1,58,Not Partner,2,Adult,54,1
Post Graduated,74881.0,1,1,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,2,62,Partner,4,Elderly,964,2
Graduated,71107.0,0,1,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,1,72,Partner,3,Elderly,1327,0
Post Graduated,46910.0,1,1,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,2,59,Partner,4,Adult,68,1
Graduated,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,0,64,Partner,2,Elderly,60,1
Graduated,37244.0,1,1,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,2,68,Not Partner,3,Elderly,55,2
Graduated,82427.0,0,0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,0,57,Partner,2,Adult,1456,1
Graduated,75342.0,0,1,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,1,65,Not Partner,2,Elderly,563,0
Graduated,70044.0,0,1,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,1,69,Not Partner,2,Elderly,1504,0
Graduated,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,2,56,Not Partner,3,Adult,564,1
Graduated,77437.0,0,0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,0,60,Partner,2,Adult,1125,0
Graduated,54984.0,0,1,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,1,64,Partner,3,Elderly,358,0
Post Graduated,42403.0,1,0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,1,52,Partner,3,Adult,42,0
Graduated,55761.0,0,1,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,1,59,Partner,3,Adult,184,0
Graduated,37292.0,1,0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,1,40,Partner,3,Adult,460,3
Post Graduated,45576.0,0,0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,0,78,Not Partner,1,Elderly,145,1
Graduated,70321.0,0,0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,0,76,Partner,2,Elderly,1376,1
Post Graduated,58086.0,0,1,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,1,54,Not Partner,2,Adult,792,0
Graduated,81795.0,0,0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,0,71,Partner,2,Elderly,1382,1
Not Graduated,28389.0,0,0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,0,76,Partner,2,Elderly,28,1
Post Graduated,66835.0,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,0,77,Partner,2,Elderly,1033,0
Graduated,69901.0,0,1,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,1,54,Not Partner,2,Adult,882,1
Post Graduated,80360.0,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,0,74,Partner,2,Elderly,2231,0
Post Graduated,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,1,62,Partner,3,Elderly,1101,2
Graduated,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,1,49,Partner,3,Adult,369,0
Graduated,31859.0,1,0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,1,43,Not Partner,2,Adult,48,0
Post Graduated,51569.0,0,1,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,1,74,Not Partner,2,Elderly,467,0
Graduated,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,2,52,Not Partner,3,Adult,44,3
Not Graduated,16014.0,1,1,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,2,44,Not Partner,3,Adult,38,2
Graduated,41120.0,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,2,55,Partner,4,Adult,81,1
Post Graduated,39763.0,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,1,52,Not Partner,2,Adult,167,0
Post Graduated,38725.0,1,1,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,2,68,Partner,4,Elderly,45,3
Graduated,77981.0,1,0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,1,51,Partner,3,Adult,664,0
Graduated,62905.0,0,1,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,1,59,Partner,3,Adult,622,0
Graduated,13533.0,1,0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,1,44,Not Partner,2,Adult,48,0
Graduated,59481.0,0,1,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,1,48,Partner,3,Adult,461,2
Graduated,72117.0,0,1,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,1,46,Partner,3,Adult,1073,0
Graduated,21955.0,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,1,37,Partner,3,Adult,55,0
Graduated,67131.0,0,1,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,1,67,Partner,3,Elderly,976,2
Post Graduated,36802.0,1,0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,1,43,Not Partner,2,Adult,20,1
Graduated,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,0,41,Partner,2,Adult,1149,3
Not Graduated,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,0,62,Partner,2,Elderly,43,0
Post Graduated,47808.0,0,1,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,1,48,Partner,3,Adult,224,3
Post Graduated,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,1,49,Not Partner,2,Adult,101,0
Post Graduated,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,0,77,Partner,2,Elderly,209,1
Graduated,70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,0,38,Not Partner,1,Adult,968,1
Post Graduated,85431.0,0,0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,0,71,Partner,2,Elderly,1165,3
Graduated,42664.0,0,1,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,1,56,Partner,3,Adult,24,0
Graduated,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,2,68,Partner,4,Elderly,252,2
Graduated,29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,1,38,Not Partner,2,Adult,165,0
Post Graduated,28973.0,0,0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,0,46,Partner,2,Adult,269,3
Post Graduated,39435.0,1,0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,1,50,Partner,3,Adult,102,3
Graduated,65370.0,0,0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,0,39,Partner,2,Adult,461,1
Not Graduated,20194.0,1,0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,1,44,Not Partner,2,Adult,47,0
Post Graduated,42473.0,1,1,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,2,47,Not Partner,3,Adult,144,1
Graduated,64590.0,0,0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,0,55,Partner,2,Adult,1338,1
Graduated,71232.0,0,1,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,1,64,Partner,3,Elderly,917,2
Graduated,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,2,52,Partner,4,Adult,318,2
Graduated,46904.0,1,1,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,2,56,Not Partner,3,Adult,253,3
Graduated,49094.0,0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,1,50,Partner,3,Adult,502,3
Graduated,36075.0,1,0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,1,40,Partner,3,Adult,119,3
Graduated,60839.0,1,1,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,2,44,Partner,4,Adult,1250,1
Graduated,77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,1,44,Partner,3,Adult,969,1
Graduated,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,2,73,Partner,4,Elderly,76,0
Post Graduated,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,2,60,Not Partner,3,Adult,62,2
Graduated,82122.0,0,0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,0,61,Partner,2,Elderly,1382,2
Graduated,37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,1,47,Not Partner,2,Adult,84,0
Graduated,34074.0,1,1,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,2,71,Partner,4,Elderly,255,1
Post Graduated,28520.0,1,1,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,2,63,Partner,4,Elderly,43,2
Graduated,62535.0,0,1,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,1,68,Not Partner,2,Elderly,398,2
Post Graduated,36273.0,1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,1,46,Not Partner,2,Adult,76,2
Graduated,63404.0,0,2,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,2,59,Partner,4,Adult,902,0
Graduated,75774.0,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,1,42,Partner,3,Adult,823,1
Graduated,78416.0,0,1,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,1,47,Partner,3,Adult,1179,2
Graduated,75702.0,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,1,49,Partner,3,Adult,1921,3
Post Graduated,59385.0,1,1,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,2,72,Partner,4,Elderly,185,3
Graduated,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,2,57,Not Partner,3,Adult,433,1
Graduated,44689.0,1,1,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,2,72,Partner,4,Elderly,34,0
Graduated,53977.0,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,1,65,Partner,3,Elderly,907,0
Post Graduated,7144.0,0,2,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,2,57,Not Partner,3,Adult,416,1
Graduated,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,2,59,Not Partner,3,Adult,44,2
Graduated,90369.0,0,0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,0,67,Partner,2,Elderly,1588,0
Post Graduated,63159.0,0,0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,0,49,Not Partner,1,Adult,1797,0
Graduated,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,2,57,Partner,4,Adult,40,2
Post Graduated,46757.0,0,1,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,1,60,Not Partner,2,Adult,1143,2
Post Graduated,79734.0,0,0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,0,54,Partner,2,Adult,914,0
Graduated,63207.0,0,0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,0,31,Partner,2,Adult,1502,0
Graduated,72071.0,0,1,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,1,69,Not Partner,2,Elderly,1338,3
Post Graduated,21840.0,1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,1,40,Partner,3,Adult,27,1
Graduated,58582.0,0,1,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,1,41,Partner,3,Adult,763,0
Graduated,72282.0,0,0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,0,72,Not Partner,1,Elderly,1331,0
Graduated,50387.0,0,2,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,2,67,Partner,4,Elderly,525,0
Post Graduated,32583.0,1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,2,62,Partner,4,Elderly,9,2
Graduated,62568.0,0,1,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,1,61,Partner,3,Elderly,953,3
Post Graduated,44635.0,1,1,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,2,52,Not Partner,3,Adult,68,1
Post Graduated,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,2,52,Not Partner,3,Adult,131,1
Graduated,63967.0,0,1,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,1,55,Partner,3,Adult,882,0
Graduated,52513.0,0,0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,0,45,Partner,2,Adult,1149,2
Graduated,25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,1,54,Partner,3,Adult,37,0
Post Graduated,54111.0,0,1,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,1,58,Not Partner,2,Adult,388,1
Graduated,78394.0,0,0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,0,37,Partner,2,Adult,1428,3
Post Graduated,80739.0,0,0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,0,65,Partner,2,Elderly,1633,2
Post Graduated,22669.0,1,0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,1,48,Partner,3,Adult,173,3
Graduated,29236.0,1,0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,1,36,Not Partner,2,Adult,99,0
Graduated,44911.0,0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,1,64,Partner,3,Elderly,215,3
Post Graduated,54693.0,0,1,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,1,61,Partner,3,Elderly,929,0
Graduated,48186.0,1,0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,1,49,Partner,3,Adult,219,2
Graduated,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,2,46,Partner,4,Adult,174,0
Graduated,41580.0,1,1,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,2,45,Partner,4,Adult,92,2
Post Graduated,80336.0,0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,0,53,Partner,2,Adult,1052,2
Graduated,47743.0,0,1,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,1,66,Partner,3,Elderly,275,2
Graduated,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,1,68,Partner,3,Elderly,587,1
Post Graduated,57333.0,0,1,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,1,69,Not Partner,2,Elderly,1662,3
Post Graduated,32313.0,1,0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,1,41,Partner,3,Adult,159,0
Post Graduated,84953.0,0,0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,0,70,Not Partner,1,Elderly,1024,2
Post Graduated,27071.0,1,0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,1,55,Not Partner,2,Adult,35,0
Post Graduated,68148.0,0,0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,0,66,Partner,2,Elderly,1042,1
Post Graduated,65735.0,1,1,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,2,58,Partner,4,Adult,395,0
Post Graduated,86836.0,0,0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,0,48,Partner,2,Adult,557,0
Post Graduated,4023.0,1,1,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,2,60,Partner,4,Adult,9,1
Graduated,30093.0,0,0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,0,33,Partner,2,Adult,69,2
Post Graduated,57705.0,0,1,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,1,57,Partner,3,Adult,486,1
Graduated,25008.0,1,0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,1,35,Not Partner,2,Adult,34,3
Graduated,83257.0,0,0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,0,28,Not Partner,1,Young,1365,0
Graduated,22280.0,1,0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,1,48,Partner,3,Adult,13,0
Post Graduated,72159.0,0,0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,0,45,Partner,2,Adult,1401,2
Graduated,64260.0,0,0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,0,62,Partner,2,Elderly,1574,0
Post Graduated,82733.0,0,0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,0,39,Not Partner,1,Adult,1323,2
Post Graduated,74290.0,0,1,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,1,52,Not Partner,2,Adult,1217,0
Post Graduated,58217.0,2,1,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,3,72,Not Partner,4,Elderly,103,1
Post Graduated,21024.0,0,0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,0,47,Partner,2,Adult,84,3
Post Graduated,70116.0,0,0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,0,51,Partner,2,Adult,1536,0
Graduated,54006.0,1,0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,1,38,Partner,3,Adult,581,1
Post Graduated,69063.0,0,1,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,1,57,Partner,3,Adult,928,2
Graduated,11448.0,0,0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,0,48,Not Partner,1,Adult,14,1
Graduated,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,1,44,Not Partner,2,Adult,424,2
Graduated,70886.0,1,0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,1,52,Partner,3,Adult,960,2
Graduated,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,0,41,Partner,2,Adult,1555,0
Graduated,60208.0,1,1,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,2,50,Not Partner,3,Adult,656,0
Post Graduated,32889.0,1,1,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,2,55,Partner,4,Adult,55,1
Graduated,34738.0,1,0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,1,39,Not Partner,2,Adult,20,0
Post Graduated,30538.0,1,0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,1,52,Partner,3,Adult,367,0
Graduated,82326.0,0,0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,0,46,Partner,2,Adult,2257,3
Post Graduated,26642.0,1,0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,1,56,Not Partner,2,Adult,42,2
Graduated,69932.0,0,1,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,1,59,Not Partner,2,Adult,1049,1
Graduated,44503.0,1,1,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,2,51,Not Partner,3,Adult,48,0
Post Graduated,60200.0,0,1,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,1,75,Not Partner,2,Elderly,685,2
Graduated,49638.0,0,1,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,1,71,Not Partner,2,Elderly,39,2
Graduated,23830.0,0,0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,0,36,Not Partner,1,Adult,43,0
Post Graduated,33051.0,0,0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,0,64,Not Partner,1,Elderly,835,1
Graduated,72905.0,0,0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,0,65,Partner,2,Elderly,1515,2
Post Graduated,69702.0,0,1,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,1,72,Partner,3,Elderly,1039,3
Graduated,70300.0,1,0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,1,48,Not Partner,2,Adult,1596,0
Post Graduated,70643.0,0,0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,0,39,Partner,2,Adult,1828,2
Post Graduated,30396.0,1,0,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,1,54,Partner,3,Adult,34,1
Post Graduated,50616.0,0,1,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,1,55,Not Partner,2,Adult,149,1
Post Graduated,62772.0,0,1,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,1,54,Not Partner,2,Adult,946,3
Post Graduated,30298.0,0,0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,0,38,Not Partner,1,Adult,28,0
Graduated,52413.0,1,0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,1,39,Not Partner,2,Adult,450,0
Post Graduated,44155.0,1,1,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,2,66,Partner,4,Elderly,46,0
Post Graduated,86979.0,0,0,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,0,52,Not Partner,1,Adult,1702,3
Graduated,76532.0,1,1,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,2,48,Partner,4,Adult,820,1
Graduated,42081.0,1,0,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,1,41,Partner,3,Adult,382,1
Post Graduated,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,0,35,Partner,2,Adult,2126,0
Post Graduated,88420.0,0,0,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,0,34,Partner,2,Adult,2069,0
Graduated,31158.0,1,0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,1,38,Partner,3,Adult,72,0
Graduated,61671.0,0,1,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,1,55,Not Partner,2,Adult,732,2
Graduated,69719.0,0,0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,0,49,Not Partner,1,Adult,801,2
Graduated,49160.0,0,1,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,1,74,Not Partner,2,Elderly,236,2
Not Graduated,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,1,45,Partner,3,Adult,80,2
